唯一識別碼,資料類型,語系,資料名稱,文字描述,聯絡電話,分機,縣市名稱,行政區(鄉鎮區)名稱,街道名稱,資料提供單位機關代碼,資料提供單位,資料更新日期時間,search_count
Attraction_395000000A_000677,Attraction,Zh_tw,五妃廟,五妃廟位於靜謐的五妃街，四周被老樹包圍，要踩上一階階的石梯才能到達，增加了古廟悠悠的氛圍。和一般奉祀佛道教神明的廟宇不同，這裡祭祀的是由人成神的袁氏、王氏、秀姑、梅姐、荷姐，為鄭氏時期寧靖王的姬妾與嬪妾，歷史記載當施琅攻進台灣時，明寧靖王朱術桂決心殉國，他的五位妃子決定與夫婿共生死，便相繼在明寧靖王府中懸樑自盡，朱術桂親自殯殮五位妃子之後，也自殺殉國。      當時朱術桂將五位妃子葬於南門外的魁斗山，也就是現今的五妃廟，起初只是一個簡單的墳塚，到了清朝才由官員建廟，形成了前面是廟宇，後方是墳塚的特別形式。過去相傳此處一片荒蕪，罕有人煙，還有鬼仔山之稱，對比現今熱鬧的健康路真是難以想像。      五妃廟建於1683年，外觀為一座單進兩護龍式的古建築，而廟內正殿後方就是墳塚正中間的墓碑。整座...,(06)2145665,,臺南市,中西區,五妃街201號,395000000A,臺南市政府,2024/5/31 下午 03:24:52,126000
Attraction_376570000A_120514,Attraction,Zh_tw,暖暖安德宮,暖暖安德宮位於暖暖老街底，鐵路平交道旁，建於西元1801年（嘉慶六年），歷經數次修整成為目前樣貌，並主祀天上聖母—媽祖，超過兩百年的歲月，讓小廟成為暖暖最古老的廟宇，同時也是暖暖地區香火鼎盛的廟宇之一。雖然因為經過多次整修而喪失原貌，但廟前的石板廟埕與石獅，是清嘉慶年代遺留下來的古物，具有深遠的文化價值。安德宮的建築風格也很特殊，首先在大殿上供奉的三尊媽祖就採取三進廳的作法，展現大廟的氣度，在天花板井字橫樑中間則有個外貌像洋人卻穿著漢式服飾的人物，這是因為當年荷蘭人統治台灣，台灣人敢怒不敢言，便用這種隱喻方式表達抗議。除了建築風格特殊外，安德宮還保存不少百年古物，像是廟裡的鎮廟之寶－香爐，這可是源自中國生產瓷器相當有名的景德鎮。廟裡還有全台僅存的兩尊門神，全由木頭打造，重達60公斤，也都有超過百年的歷史，相當難得。廟前廣場兩旁還有介紹安德宮的歷史沿革及古今名人的碑林，頗具意義，而安德宮廟門對面還有描述暖暖著名文人武舉事蹟的牌坊，藉此見證人文薈萃的暖暖歷史。安德宮二邊門上的橫聯，左為「筆山拱北」，右為「溪水流東」是有根源的︰因從安德宮往暖暖水庫方向看過去，山脈十分類似筆架，於是稱為「筆山拱北」；「溪水流東」則指原本北向的暖暖溪注入基隆河時方向突然朝東流，含意均十分有趣，值得玩味一番。歷史悠久的安德宮不只是暖暖的信仰中心，更是許多暖暖人渡過童年時光的遊戲場，即使搬到外地，只要有重要慶典像媽祖聖誕、中元普渡及中秋節等，散居各地的暖暖人便會回廟團聚。,(02)24583591,,基隆市,暖暖區,暖暖街63號,376570000A,基隆市政府,2024/9/4 上午 12:00:00,126000
Attraction_376530000A_000017,Attraction,Zh_tw,屏東書院,西元1814年（清嘉慶19年），下淡水縣丞吳性誠為了振興地方文教風氣，與歲貢生郭萃、林夢陽等人起議興建屏東書院（又稱孔廟），雖然書院經過多次的遷移整修，但仍然維持原有的講堂、祀殿及齋舍格局，充份呈現傳統書院的空間特色，是屏東歷史悠遠的建築的古蹟，也是屏東境內唯一的書院建築。 屏東書院最早起建在今日的中山公園內，共有36間齋舍，前殿設講堂，後殿奉祀文昌帝君、程子與周子等諸人；西元1895年（光緒21年），便將屏東書院改為孔廟，主祀孔子，配祀孟子、顏子、思子、曾子四大賢人，以及周子、朱子、程頤、程顥、張子五大儒者，但在缺乏經費修繕的情形下，孔廟就逐漸荒廢了。 西元1937年，統治台灣的日本人計畫將孔廟遷往他處，但在日本學者疾呼保存的建議之下，便按照書院的原貌拆遷至勝利路現址，然而遷移新址之後，曾有很長一段時間，因未積極維護，使孔廟又呈現破舊景況。 直到民國66年，當時的屏東縣長延請知名建築師漢寶德先生主持修復計畫，民國68年終於使孔廟恢復當年舊觀。 修建後的孔廟，庭院面積挪寬，前後殿以軒亭相連，中堂改為大成殿，後殿改為崇聖祠，附建單坡迥廊，並加築一面照壁，上書「九仞宮牆」；另外還保留四座碑記，以呈現書院的修築歷程。民國74年，屏東書院被列為國家三級古蹟，是深具文化價值並保持完好的歷史古蹟。,(08)7361544,,屏東縣,屏東市,勝利路38號,376530000A,屏東縣政府,2024/10/15 上午 06:37:39,126000
Attraction_382000000A_112882,Attraction,Zh_tw,基隆山步道,步入九份的雲端，俯瞰璀璨的山城,(02)24063270,,新北市,瑞芳區,山尖路174-1號旁,382000000A,新北市政府觀光旅遊局,2023/3/29 上午 01:38:51,125000
Attraction_A15010500H_002776,Attraction,Zh_tw,中柱島,相連東西引的重要堤道 東引原先不是一座島嶼，而是東引與西引兩個獨立島嶼所組成，過去兩島間有一座礁岩，名為中柱島，漲潮時為一座孤立的海中礁島，距離西引約有兩百公尺的距離，當連接兩島的堤防還未建立時，大退潮時可從東引經過中柱島，涉水步行至西引。 1975年，國軍利用建造中柱港的爆破碎石，填建了中柱橋長堤，先築起介石橋連接東引與中柱，後再完成連往西引的道路，將東、西引連接起來，交通更為方便，如今以「中柱堤道」形容更為貼切。 中柱島上設有「中流砥柱」石刻，路中還有座高於路面的感恩亭，經過時，遠遠還能看見蔣經國銅像坐在亭內，是前往東引的主要地標；漫步在這條筆直大道上，欣賞黃昏時中柱港海面夕陽餘暉、日輪沉入海中的景色，享受寧靜唯美時光。 ,(0836)77267,,連江縣,東引鄉,連江縣東引鄉中柱島,A15010500H,交通部觀光署馬祖國家風景區管理處,2023/8/11 下午 08:31:25,125000
Attraction_376480000A_000414,Attraction,Zh_tw,二坪山古道,"標高731公尺的「二坪山」位於南投水里鄉鉅工村，除了台電宿舍，幾乎沒有什麼其他的住戶。「二坪山古道」是水沙連古道僅存的部分古道之一，全程步行約1.5小時。漫步在二坪山古道，除了能盡情體驗山間的寧靜與大自然的芬芳，也能居高眺望水里市區與秀麗宜人的山景，是附近小學遠足與民眾踏青的首選。

二坪山上的二坪枝仔冰可是擁有30年以上的歷史，是台電所屬的發電廠福利社所生產，因為是由當地水里溪純淨的水質所製作的冰品，吃起來格外沁人心脾。在享受二坪山幽靜的古道與山景的同時，搭配在地風味的枝仔冰，真是一大樂事！",(049)2772141,,南投縣,水里鄉,二坪路18巷,376480000A,南投縣政府觀光處,2023/6/30 下午 05:30:00,125000
Attraction_379000000A_002216,Attraction,Zh_tw,臺灣文學基地,臺灣文學基地坐落於齊東街日式宿舍群中，是全臺少數歷史建築保存最完整的區域，也是文化資產保存法第一批採面狀保存的日式宿舍群，區內包含一幢市定古蹟及九幢歷史建築，不僅蘊含著豐富的在地故事及與市民經驗的聯結，更突顯臺北市內碩果僅存的日式宿舍歷史群落活化與再利用的當代意義。在棋盤般齊整的臺北市中心，齊東街就像是一條漫不經心的微笑，劃過濟南路與忠孝東路之間。這抹微笑背後，潛藏的是一段悠久歷史──兩百多年前的清朝時期，此地曾是一條通往松山、接向基隆，被稱為「三板橋街」的古道。當時，此地盡是一望無盡的水田與埤塘。在圳道、水田與埤塘間，還沒有名字的齊東街蜿蜒而生，擔起運送米糧、煤炭等民生物資的重責大任。時值日治時期的1920年至1940年間，總督府在此陸續興建了日式文官宿舍，即現在的齊東街日式宿舍群。同時，所在區域也逐漸聚集了各種產業的會社、工廠等機構，商業活動越來越發達，也促成了此區「城東會」組織的成立，經常舉辦社區演講、戲劇欣賞、演藝欣賞及電影欣賞等活動，創造當時代的藝文體驗熱潮。戰後，政府將此區沿用為中央政府官員宿舍，時任空軍副總司令之王叔銘少將也入住濟南路二段27號，往後官拜「空軍總司令」、「國防部參謀總長」等，至1992年遷出官邸為止，這幢日式老屋被以「將軍宅第」標誌。2000年後，齊東街因位處市中心，在都市急遽開發的大環境中，日式宿舍一度面臨拆遷的命運。幸而有在地幸福里居民，基於對建築聚落、老樹與環境的認同，於2002年組成「齊東文史工作室」，在居民及專家學者的努力下，促成鄰近九間連棟日式宿舍的歷史建築的保留，而這也被視為「是臺北市市民重要且無價的歷史文化資產」。隨著都市開發，新式屋舍、學校與工廠的起建與進駐，「三板橋街」慢慢地消失在地圖上，只留下濟南路與忠孝東路之間的微笑弧線，提醒我們它曾經的存在。2011年文化部委請臺北市政府文化局修繕齊東街日式宿舍（濟南路二段25、27號），並將此歷史建築命名為「齊東詩舍」。2014年7月，國立臺灣文學館開始營運管理並策畫展覽及文學推廣活動。隨著齊東街53巷上5棟歷史建築的修復完成，2021年，這條蜿蜒的微笑巷道上，致力於創新與文化傳承的「臺灣文學基地」正式開幕！(資料來源：臺灣文學基地官網),(02)23279657,,臺北市,中正區,,379000000A,臺北市政府,2024/8/28 下午 03:09:17,125000
Attraction_376550000A_004513,Attraction,Zh_tw,山度空間,眾人皆知超夯花蓮IG打卡景點，絕美觀海視野，還有女孩最愛的望海盪鞦韆，隨便拍都好美 !,0963034304,,花蓮縣,壽豐鄉,57號,376550000A,花蓮縣政府,2024/9/6 上午 12:00:00,125000
Attraction_371020000A_001342,Attraction,Zh_tw,金門酒廠,金門酒廠，全名金門酒廠實業股份有限公司，簡稱金酒、KKL，是金門縣一家以生產、銷售高粱酒為主的公司，為金門縣政府所擁有之公營事業。金門高粱酒使用金門特產的『旱地高粱』，加上水質甘甜的寶月神泉，利用傳統古法釀造出香、醇、甘、冽的高粱酒，風味獨特享譽國際。高粱酒代表著金門的歷史焠鍊，一直是金門最著名的產品，也是最佳的伴手禮。導覽資訊：點這裡！◾️團體可電話預約：+886-82-325628　分機82863或82865。,(08)2325628,,金門縣,金寧鄉,金寧鄉桃園路1號,371020000A,金門縣政府觀光處,2025/4/24 上午 03:16:38,124000
Attraction_387000000A_001260,Attraction,Zh_tw,綠川水岸廊道,中區綠川原名「新盛溪」，於1912年更名，是日據時期臺中「小京都」計畫中的亮點河川，小小一條新盛橋(現中山綠橋)是當時臺中八大夜景之一。,(04)22289111,,臺中市,中區,綠川西街135號,387000000A,臺中市政府觀光旅遊局,2024/6/4 下午 02:35:29,124000
Attraction_397000000A_000606,Attraction,Zh_tw,新威森林公園,新威森林公園位於高雄市六龜區荖濃溪西岸的台地上，海拔約200公尺，本為荖濃溪舊河床的一部份，昔日因土質優良而建為苗圃，居民稱為「坪頂」。佔地30甲，以種植樹苗為主，培植的樣種多達200餘種，為全臺最大的苗圃之一，其中以桃花心木、竹子、杉木最多。,(07)6871234,,高雄市,六龜區,新威里171號,397000000A,高雄市政府觀光局,2024/2/17 下午 03:06:55,124000
Attraction_A15010900H_000048,Attraction,Zh_tw,新威森林公園,新威森林公園位於六龜區省道台28線45km的北邊，海拔約200公尺，早期是全台最大的苗圃之一，佔地約30甲，以培育熱帶林苗木為主，育苗種類多達200餘種，其中以桃花心木、竹子、杉木最多。全區春夏綠意盎然。信步在園區內最著名的桃花心木大道，兩旁種植了1100棵桃花心木，綿延了兩公里。春初是桃花心木落葉的季節，此時綠葉會轉成黃紅色，隨風陣陣飄落下，鋪滿了大道，充滿著浪漫情懷，常吸引遊客前來散步賞景，此處也是婚紗拍攝的人氣景點。新威森林公園還設有自行車道與木棧道，除了漫步欣賞園區美景之外，騎乘自行車也是很好的選擇，遊客可騎乘至有著歐式風格的南段公園。位於遊客中心底端的南段公園，占地約五公頃，公園內種植的植物繁多，典雅歐風造景的白色穹頂涼亭非常醒目，其中四座以花朵、蝴蝶、毛毛蟲與新威大橋為圖案的大豎...,(07)6871234,,高雄市,六龜區,新威里新威171號,A15010900H,交通部觀光署茂林國家風景區管理處,2025/3/24 下午 02:49:24,124000
Attraction_397000000A_001386,Attraction,Zh_tw,高雄路竹天后宮,康熙年間，路竹地區的開墾者漸增，生活逐漸安定後，1671年時在今中山路搭建了天后宮，歷經多次整修與擴建，信眾日增，然隨著時代變遷與路竹市街的發展，廟宇空間逐漸不敷使用且無腹地再行擴建，遂於1979年經聖母指示另建新廟，並保留市區的舊廟，形成新舊並存現狀。新廟在路竹當地又稱大天后宮，是路竹規模最大的廟宇，主祀天上聖母，航海守護神媽祖，是路竹最重要的信仰中心，新廟為閩南式廟宇風格，樓高達三層，搭上廣闊的廟埕顯得氣派非凡、雄偉莊敬。媽祖手下的兩名神將：千里眼、順風耳也隨侍於廟宇兩側，廟宇大廳的龍雕像，在每年媽祖誕辰時會舉辦「過龍喉」的活動，由龍嘴進、龍尾出，有掃除厄運、保平安的功用，是路竹天后宮特有的祈福活動。,(07)6966417,,高雄市,路竹區,聖母街60-1號,397000000A,高雄市政府觀光局,2023/1/31 下午 05:12:49,124000
Attraction_395000000A_000852,Attraction,Zh_tw,國立臺灣歷史博物館,國立臺灣歷史博物館基地位於臺南市安南區，展示內容著重在臺灣歷史，包括多民族長時間與臺灣自然環境互動的歷史,(06)3568889,,臺南市,安南區,長和路一段250號,395000000A,臺南市政府,2025/3/24 下午 02:14:40,124000
Attraction_376440000A_000041,Attraction,Zh_tw,思微藏物生活空間,,(03)5111408,,新竹縣,竹北市,文興路一段123-6號,376440000A,新竹縣政府交通旅遊處,2025/4/29 上午 09:14:02,123000
Attraction_A15010200H_000082,Attraction,Zh_tw,西嶼西臺遊客中心,提供旅遊諮詢、販賣部等服務。,(06)9981577,,澎湖縣,西嶼鄉,外垵村1鄰1之15號,A15010200H,交通部觀光署澎湖國家風景區管理處,2023/10/30 下午 03:07:06,123000
Attraction_376440000A_000342,Attraction,Zh_tw,湖口老街自行車道,,(03)5993911,,新竹縣,湖口鄉,湖口老街,376440000A,新竹縣政府交通旅遊處,2025/4/29 上午 09:26:15,123000
Attraction_A15010900H_000015,Attraction,Zh_tw,岩板巷,岩板巷位於霧台部落內，因全巷皆由石板鋪設故得其名，路徑依百步蛇行徑，路旁由陶壺裝飾，全長約500公尺，在岩板巷中遊覽可見「百合」、「百步蛇」、「雲豹」三種圖騰引導路標，隨著路標的指引頗有探索的趣味。屋前豎立的人型塑像，門楣及牆壁上不同的雕飾，代表著平民、獵戶、長老、頭目的家；沿巷的雕刻，描述著許多故事，正在織布的婦女、臉上布滿風霜的部落長老、英氣勃發的狩獵英雄、欣喜報戰功的獵人。透過這些雕刻，不僅可以了解魯凱族人的平日生活，也能欣賞族人的藝術造詣，是領略魯凱文化的最佳入門途徑。,(08)7997245,,屏東縣,霧臺鄉,霧台部落,A15010900H,交通部觀光署茂林國家風景區管理處,2024/12/4 下午 03:19:49,123000
Attraction_382000000A_403520,Attraction,Zh_tw,安心橋,安坑輕軌最顯目的地標，全臺最長軌道斜張橋,(02)29603456,,新北市,新店區,安心橋,382000000A,新北市政府觀光旅遊局,2022/9/13 上午 10:00:48,123000
Attraction_382000000A_110828,Attraction,Zh_tw,坪林觀魚步道,沿途有魚群與水鳥相伴，是全台最長的觀魚步道,(02)26657251,,新北市,坪林區,水柳腳,382000000A,新北市政府觀光旅遊局,2022/6/14 上午 07:58:46,123000
Attraction_A15010100H_000243,Attraction,Zh_tw,成功海濱公園,成功濱海公園鄰近三仙台，位於成功新港漁港的東北方，是當地居民散步、騎單車的好地方，也是單車族騎車遊東海岸休息的中繼站。成功濱海公園串聯了三仙台、新港漁港、成功海洋環境教室、台東海洋夢想館與比西里岸等景點，並結合賞鯨、環境教育、生態及部落深度導覽、自行車運動、迎曙光、草地音樂會等多樣遊憩活動。成功濱海公園全區打造無障礙友善旅遊環境，讓旅人可以悠閒騎著單車，一路暢遊東海岸，累了，就到這兒休息，眺望三仙台的美麗海景。,(089)841520,,臺東縣,成功鎮,成功鎮海濱公園,A15010100H,交通部觀光署東部海岸國家風景區管理處,2025/5/6 下午 06:11:17,123000
Attraction_376420000A_000348,Attraction,Zh_tw,龜山島,無論走陸路或海陸，只要看到龜山島，就知道宜蘭到了。位在宜蘭縣頭城鎮海岸以東約十公里處，是宜蘭縣縣屬島嶼之中最大、也是唯一有人居住的龜山島，也是台灣地區目前尚存的活火山。龜山島因其型似浮龜而得名，自民國七十七年解除戒嚴後，在宜蘭縣政府及地方民意代表多年積極努力之下，行政院於民國八十八年將龜山島納為東北角暨宜蘭海岸國家風景區內。 依龜山島人文及生態資源特性，規畫成為兼具知性及感性之海上生態公園，藉由遊客容納量的管制，減少旅遊環境衝突，並結合鄰近海域賞鯨活動，成為北部藍色公路熱門的旅遊景點。龜山島有一個海底世界，在熱騰騰的硫磺及強酸的環境之下，還有成千上萬的螃蟹生存著，成為一個罕見現象。 龜山島上著名的美景龜湖，又名龜尾潭，原來是一個淡水湖，後來島上居民引海水進湖，本希望成為一個漁港，但是居民每次築堤都被颱風吹垮而堵住，所以現在是鹹淡各半的湖泊。湖的對岸有一座觀音像，安詳的守護著龜尾潭及居民。從島上駐軍營往前望去，山勢陡峭而且綠意盎然，山巒稜線分明，猶如一位美人仰天，還可以清楚的看見美人的形態，讓人讚嘆大自然的巧奪天工。龜山島的末端為一道鵝卵石長灘，因為受風向和潮水的影響，尾端會隨著季風而南北向移動，俗稱「靈龜擺尾」。,(03)9780727,,宜蘭縣,頭城鎮,海岸以東約10公里處,376420000A,宜蘭縣政府工商旅遊處,2023/6/28 下午 12:10:55,122000
Attraction_379000000A_002665,Attraction,Zh_tw,艋舺老街(台北第一街),狹義的艋舺老街係指艋舺青山宮前的貴陽街一帶，前身叫「蕃薯市街」，有台北第一街之稱，是台北市最古老的街道，也是艋舺繁華的起始點，至今仍保有一些清朝及日據時代的紅磚特色建築。,(02)23064468,,臺北市,萬華區,,379000000A,臺北市政府,2024/8/19 下午 04:25:04,122000
Attraction_376450000A_000057,Attraction,Zh_tw,和豐農園,和豐農園主要經營幸水梨、豐水梨等高接梨的栽植，農園主人用心經營，產品講究健康原則，採用自然的有機液態肥種植；近來農場更開放觀光服務，以回饋許多支持的鄉親與民眾朋友，共享農村恬靜自然的生活，採果的樂趣。 本園以生產高接幸水梨、豐水梨、新興梨、蜜雪梨及綠竹筍為主，另外栽植櫻花(八重櫻)、茶花等觀賞花類，所栽種之高接水梨連續獲得94、95年全縣高接梨品鑑第二名。 園區已經營三十餘年，主人為人豪爽好客，盛情邀您一同來同樂嚐鮮適合各團體蒞園參訪，備有詳細生態解說。 ,(037)833608,,苗栗縣,三灣鄉,永和村大湖12號,376450000A,苗栗縣政府國際文化觀光局,2025/5/12 下午 12:00:05,122000
Attraction_382000000A_110960,Attraction,Zh_tw,幸福水漾公園,以大面積的開闊地景為規劃主軸，藉由拓寬既有中央水渠營造主要景觀水域，以緩坡花海主題公園為主景。幸福水漾花園內的特色景點，更是拍攝戀人紀念照片的最佳場所，幸福儷影雙行、情定I LOVE U、花蝶倩影、蜿蜒小徑旁的戀人排鐘，都是留下雙雙戀影最佳的地點。更別忘了來到舞台區旁最明顯的地標「愛戀終森」，在老樹環繞的鐘塔下輕敲一下銅鐘，便可向世人宣告你倆的愛情，尋找魔法般的愛戀幸福，並透過幸福的鐘聲，找到終身幸福。園內溪流從中流竄，營造出親水的空間，及不同的花卉呈現出不同的風情。幸福甜蜜、色彩豐富的裝置藝術，如果天氣好的話，藍天白雲加上綠地，非常適合拍照。晚上的時候有城市的燈光點綴氣氛更迷人。,(02)29862345,,新北市,三重區,疏洪16路,382000000A,新北市政府觀光旅遊局,2021/5/21 上午 10:11:00,122000
Attraction_376600000A_000022,Attraction,Zh_tw,森林之歌,"&lt;p&gt;&lt;span style=&quot;font-size: 1em; font-family: 微軟正黑體, sans-serif;&quot;&gt;嘉義市林業廊帶中的新地標&lt;/span&gt;&lt;span style=&quot;font-size: 1em;&quot;&gt;&lt;span style=&apos;font-family: &quot;Calibri Light&quot;, sans-serif;&apos;&gt;-&lt;/span&gt;&lt;span style=&quot;font-family: 微軟正黑體, sans-serif;&quot;&gt;森林之歌，是藝術家王文志老師的作品，運用林務局提供之木材、鐵軌、黃藤及石材等素材製作，重現嘉義「木材之都」榮景。&lt;/span&gt;&lt;/span&gt;&lt;/p&gt;&lt;p style=&apos;font-size:1em;font-family:&quot;Calibri&quot;,&quot;sans-serif&quot;;&apos;&gt;&lt;span style=&quot;font-size: 1em;&quot;&gt;&lt;span style=&quot;font-family: 微軟正黑體, sans-serif;&quot;&gt;設計意象上乃是以高聳神木及阿里山火車鐵軌為主題，塑造出一處清靜的心靈高塔&lt;/span&gt;&lt;span style=&apos;font-family: &quot;Calibri Light&quot;, sans-serif;&apos;&gt;-&lt;/span&gt;&lt;span style=&quot;font-family: 微軟正黑體, sans-serif;&quot;&gt;條狀木頭環繞主體，猶如神木蟠踞萬仞，擁抱雲霄；大量綑綁的木段，堆疊出高塔狀，呼喚嘉義輝煌林業景象；銅材編織圓頂，露出天際雲彩，提供民眾仰望日月；藤材編織走道，藉此進出主體，彷彿穿越山洞妙境；底部鋼架石籠環繞，與山林土壤緊繫的生態關係，襯托出平地森林的特殊環境。&lt;/span&gt;&lt;/span&gt;&lt;/p&gt;&lt;p style=&apos;font-size:1em;font-family:&quot;Calibri&quot;,&quot;sans-serif&quot;;&apos;&gt;&lt;span style=&quot;font-size: 1em;&quot;&gt;&lt;span style=&quot;font-family: 微軟正黑體, sans-serif;&quot;&gt;火車站或後火車站下車:&lt;/span&gt;&lt;/span&gt;&lt;/p&gt;&lt;p style=&apos;font-size:1em;font-family:&quot;Calibri&quot;,&quot;sans-serif&quot;;&apos;&gt;&lt;span style=&quot;font-size: 1em;&quot;&gt;&lt;span style=&quot;font-family: 微軟正黑體, sans-serif;&quot;&gt;於嘉義火車站(或後火車站)下車後，搭乘往蘭潭之市區66路(光臨我嘉線)的市區公車，於檜意森活村站下車步行約15分鐘即抵達。&lt;/span&gt;&lt;/span&gt;&lt;/p&gt;&lt;p style=&apos;font-size:1em;font-family:&quot;Calibri&quot;,&quot;sans-serif&quot;;&apos;&gt;&lt;span style=&quot;font-size: 1em;&quot;&gt;&lt;span style=&quot;font-family: 微軟正黑體, sans-serif;&quot;&gt;火車站-步行:&lt;/span&gt;&lt;/span&gt;&lt;/p&gt;&lt;p style=&apos;font-size:1em;font-family:&quot;Calibri&quot;,&quot;sans-serif&quot;;&apos;&gt;&lt;span style=&quot;font-size: 1em;&quot;&gt;&lt;span style=&quot;font-family: 微軟正黑體, sans-serif;&quot;&gt;從北門火車站下車後，下車步行約15分鐘即抵達。&lt;/span&gt;&lt;/span&gt;&lt;/p&gt;&lt;p style=&apos;font-size:1em;font-family:&quot;Calibri&quot;,&quot;sans-serif&quot;;&apos;&gt;&lt;span style=&quot;font-size: 1em;&quot;&gt;&lt;span style=&quot;font-family: 微軟正黑體, sans-serif;&quot;&gt;高鐵下車:&lt;/span&gt;&lt;/span&gt;&lt;/p&gt;&lt;p style=&apos;font-size:1em;font-family:&quot;Calibri&quot;,&quot;sans-serif&quot;;&apos;&gt;&lt;span style=&quot;font-size: 1em;&quot;&gt;&lt;span style=&quot;font-family: 微軟正黑體, sans-serif;&quot;&gt;1.搭乘高鐵於高鐵嘉義站下車後可搭乘7211與7212brt於台鐵嘉義後站下車後，搭乘往蘭潭之市區66路(光臨我嘉線)的市區公車，於檜意森活村站下車後步行約15分鐘即抵達。&lt;br&gt;2.搭乘高鐵於高鐵嘉義站下車後可搭乘7211與7212brt於文化路口brt站下車後轉乘往蘭潭站之市區66路(光臨我嘉線)，於檜意森活村站下車後步行約15分鐘即抵達。&lt;/span&gt;&lt;/span&gt;&lt;/p&gt;",(05)2254321,,嘉義市,東區,文化路,376600000A,嘉義市政府,2021/7/20 下午 03:28:24,122000
Attraction_376420000A_000246,Attraction,Zh_tw,羅東夜市,一踏進羅東夜市立刻感受到熱鬧萬分的人潮，它的範圍擴及民生路、民權路、公園路、興東路，羅東夜市除了小吃以外，還有平價服飾店、鞋店等，更是羅東市區逛街吃東西的好地方。由於小吃大部分集中在公園路上，有著公園小吃的俗稱，放眼望去，到處有人排隊等著餐點，想要好好享受羅東夜市的美食、不受人潮所苦的話，建議平日造訪，能夠悠閒地逛著夜市。如果只能假日來訪，建議下午4點以後或晚上10點過後，以避開假日人潮。為了分散車流，羅東夜市在入口旁設置兩座立體停車場，其他停車場零星分布在羅東夜市附近，而市區中部分道路是單行道，在開車前往時要多加留意路牌的導引，避免逆向行駛。而羅東夜市不僅有得逛還有得吃，像是當歸羊肉湯、三星蔥包、糕渣、卜肉、龍鳳腿、脆皮雞蛋糕等等，小吃項目多到讓人無法選擇，也因為這些種種的美食，不僅帶動附近的人潮，更是讓羅東夜市成為著名的觀光景點。,(03)9545102,,宜蘭縣,羅東鎮,公園路,376420000A,宜蘭縣政府工商旅遊處,2023/6/28 下午 12:10:55,122000
Attraction_382000000A_109711,Attraction,Zh_tw,板橋湳雅觀光夜市,有許多必吃的美食老店，是板橋人的宵夜天堂,(02)29686911,,新北市,板橋區,南雅東路,382000000A,新北市政府觀光旅遊局,2022/12/5 上午 08:08:28,122000
Attraction_379000000A_002263,Attraction,Zh_tw,赤峰街,赤峰街位於捷運雙連站及捷運中山站之間，由許多小巷互相連接而成，過去曾經是以販賣汽車零件及五金為主，又被稱為「打鐵街」。近年來進駐了許多充滿特色的復古寫真館、古著店、獨立書店及咖啡廳，為舊街古宅區增添了不少文藝氣息，同時也讓赤峰街的景致充滿復古與現代的交錯感。同時也吸引不少年輕遊客到此逛街，想要悠閒的喝杯下午茶感受文藝氣息，那就來赤峰街走走吧！,(02)27208889,,臺北市,大同區,,379000000A,臺北市政府,2024/10/14 下午 02:09:18,122000
Attraction_382000000A_110192,Attraction,Zh_tw,保福宮,自大龍峒分靈至此，永和泉州移民的信仰中心,(02)29227524,,新北市,永和區,仁愛路202巷11號,382000000A,新北市政府觀光旅遊局,2022/12/5 上午 08:12:27,121000
Attraction_A15010700H_000099,Attraction,Zh_tw,品茶養生園區,南投縣名間鄉松柏嶺地區居高臨下，彰雲平原一覽無遺，於戰爭時期更顯重要，國軍遂於該地區設置大小不一砲台，作為戰爭防禦所需。 為配合八卦山風景區整體觀光發展，本處利用當地特色活化碉堡，創造新的遊憩體驗，在品茶養生園區之中，將砲台據點綠化、據點設施結合茶園意象、品茗空間塑造、賞景休憩設施建設、軍事設施改造、既有建物整建、水塔結合茶壺造型等等。本區緊鄰茶香步道，登上碉堡可眺望附近一覽無遺的茶園風光，除了利用軍方釋出據點結合地方資源，更結合松柏嶺既有之茶鄉風光，及受天宮之鼎盛香火，強化宗教參訪、茶園觀光旅遊深度與廣度。,(04)23312678,,南投縣,名間鄉,,A15010700H,交通部觀光署參山國家風景區管理處,2024/10/17 下午 01:51:24,121000
Attraction_376470000A_000075,Attraction,Zh_tw,古月民俗館,古月民俗館於歲次甲申年端月（民國93年1月）利用第二次世界大戰遭空襲轟炸後拆除的天后宮遺址興建，工程歷經兩年，在歲次丙戍年莆月（民國95年5月）完工，期以小規模之投資建設，透過有限空間、無限館藏的巧妙規劃，傳承台灣傳統文化。,(04)7279937,,彰化縣,彰化市,彰化縣彰化市中華路57號,376470000A,彰化縣政府城市暨觀光發展處,2018/1/22 上午 11:43:07,121000
